Species	WP028_5z	WP029_6c	WP030_23	WP031_14	WP033_26	WP034_11	WP035_5c	WP036_2z	WP037_32	WP038_28	WP039_18	WP040_4c	WP041_2c	WP032_9	WP027_B	PCR_control	Kingdom	Phylum	Class	Order	Family	Genus	Species	Total abundance	Guild	Guild category
Ilyonectria_mors-panacis	382.0	147.0	132.0	78.0	108.0	1384.0	31.0	1.0	20.0	219.0	394.0	110.0	44.0	15.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_mors-panacis	3065.0	Plant Pathogen	Pat
Hyaloscypha_fuckelii	24.0	527.0	30.0	13.0	41.0	0.0	9.0	1.0	602.0	9.0	14.0	105.0	26.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_fuckelii	1401.0	Undefined Saprotroph	Sap
Hyaloscyphaceae_sp	195.0	223.0	229.0	148.0	195.0	41.0	274.0	123.0	111.0	21.0	152.0	135.0	239.0	296.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscyphaceae_gen_Incertae_sedis	Hyaloscyphaceae_sp	2382.0	NA	ENA
Papulaspora_funabasensis	2.0	0.0	23.0	39.0	80.0	111.0	0.0	0.0	0.0	41.0	140.0	2.0	309.0	192.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Papulaspora	Papulaspora_funabasensis	939.0	NA	ENA
Pseudogymnoascus_roseus	388.0	135.0	169.0	290.0	86.0	19.0	307.0	577.0	170.0	142.0	199.0	185.0	90.0	32.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_roseus	2789.0	Animal Pathogen, Soil Saprotroph	Sap
Geminibasidium_sp	0.0	0.0	2370.0	453.0	330.0	151.0	1.0	0.0	0.0	537.0	393.0	0.0	783.0	1397.0	0.0	0.0	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	6415.0	Undefined Saprotroph	Sap
Beauveria_pseudobassiana	0.0	0.0	3.0	2.0	7.0	0.0	2.0	40.0	0.0	746.0	5.0	0.0	20.0	15.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_pseudobassiana	840.0	Animal Pathogen	Nop
Penicillium_sp	1486.0	1002.0	549.0	785.0	655.0	794.0	386.0	726.0	1166.0	1559.0	622.0	1957.0	498.0	776.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sp	12961.0	Dung Saprotroph, Undefined Saprotroph, Wood Saprotroph	Sap
Heterophoma_sylvatica	0.0	0.0	1.0	5.0	5.0	438.0	0.0	0.0	0.0	0.0	11.0	0.0	1.0	516.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Heterophoma	Heterophoma_sylvatica	977.0	NA	ENA
Auriculariales_sp	207.0	312.0	19.0	160.0	30.0	7.0	1194.0	110.0	91.0	16.0	10.0	1079.0	307.0	101.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Auriculariales_gen_Incertae_sedis	Auriculariales_sp	3643.0	NA	ENA
Pezoloma_ericae	0.0	39.0	0.0	20.0	11.0	1.0	1.0	29.0	4.0	12.0	107.0	4.0	2859.0	12.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae	3099.0	Bryophyte Parasite, Ectomycorrhizal, Ericoid Mycorrhizal, Undefined Saprotroph, Wood Saprotroph	Myc
Cadophora_sp	1.0	0.0	29.0	19.0	233.0	51.0	0.0	0.0	0.0	59.0	305.0	0.0	458.0	205.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora_sp	1360.0	Endophyte	Nop
Filobasidium_magnum	14.0	317.0	1.0	1.0	4.0	1.0	2.0	14.0	6.0	6.0	2.0	7.0	395.0	21.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_magnum	791.0	Undefined Saprotroph	Sap
Paraphaeosphaeria_sporulosa	90.0	4.0	175.0	206.0	121.0	0.0	5.0	15.0	21.0	287.0	914.0	15.0	828.0	322.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria_sporulosa	3003.0	Undefined Saprotroph	Sap
Ascomycota_sp	177.0	578.0	304.0	151.0	396.0	1328.0	300.0	259.0	83.0	445.0	2331.0	273.0	883.0	335.0	0.0	0.0	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp	7843.0	NA	ENA
Neonectria_lugdunensis	19.0	5.0	2357.0	109.0	342.0	67.0	50.0	5.0	1.0	307.0	265.0	10.0	126.0	93.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria_lugdunensis	3756.0	Plant Pathogen	Pat
Phaeosphaeriaceae_sp	1.0	3.0	107.0	3.0	19.0	14.0	0.0	4.0	6.0	43.0	49.0	2.0	1003.0	637.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_gen_Incertae_sedis	Phaeosphaeriaceae_sp	1891.0	NA	ENA
Trichoderma_virens	55.0	40.0	63.0	23.0	32.0	132.0	46.0	89.0	62.0	76.0	20.0	54.0	39.0	437.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_virens	1168.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Bcn
Talaromyces_resedanus	328.0	118.0	24.0	24.0	6.0	0.0	106.0	179.0	481.0	23.0	3.0	293.0	23.0	3.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_resedanus	1611.0	Undefined Saprotroph	Sap
Volutella_sp	2.0	3.0	55.0	29.0	84.0	420.0	0.0	0.0	0.0	203.0	206.0	0.0	54.0	52.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella_sp	1108.0	NA	ENA
Mariannaea_camptospora	45.0	1.0	453.0	7.0	22.0	0.0	38.0	10.0	55.0	8.0	133.0	25.0	587.0	8.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	Mariannaea_camptospora	1392.0	NA	ENA
Vishniacozyma_victoriae	77.0	1082.0	23.0	51.0	67.0	3.0	126.0	121.0	65.0	67.0	41.0	97.0	294.0	15.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_victoriae	2129.0	NA	ENA
Cladophialophora_sp	368.0	127.0	355.0	118.0	443.0	240.0	7.0	39.0	56.0	355.0	317.0	135.0	699.0	625.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp	3884.0	Undefined Saprotroph	Sap
Vishniacozyma_sp	20.0	321.0	45.0	9.0	116.0	6.0	77.0	36.0	13.0	61.0	10.0	59.0	39.0	10.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_sp	822.0	NA	ENA
Amanitaceae_sp	20.0	0.0	31.0	978.0	36.0	4.0	34.0	7.0	4.0	39.0	179.0	1.0	17.0	24.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanitaceae_gen_Incertae_sedis	Amanitaceae_sp	1374.0	NA	ENA
Pleotrichocladium_opacum	0.0	1.0	297.0	43.0	61.0	41.0	2.0	0.0	0.0	223.0	235.0	0.0	129.0	324.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Pleotrichocladium	Pleotrichocladium_opacum	1356.0	NA	ENA
Leotiomycetes_sp	388.0	41.0	187.0	763.0	128.0	50.0	1011.0	770.0	757.0	43.0	161.0	313.0	155.0	65.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Leotiomycetes_ord_Incertae_sedis	Leotiomycetes_fam_Incertae_sedis	Leotiomycetes_gen_Incertae_sedis	Leotiomycetes_sp	4832.0	NA	ENA
Hymenoscyphus_kathiae	3.0	5.0	77.0	16.0	82.0	10.0	2.0	17.0	5.0	306.0	328.0	6.0	110.0	50.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_kathiae	1017.0	Bryophyte Parasite, Ectomycorrhizal, Ericoid Mycorrhizal, Undefined Saprotroph	Myc
Oidiodendron_rhodogenum	280.0	53.0	9.0	11.0	111.0	0.0	30.0	50.0	329.0	4.0	6.0	392.0	77.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_rhodogenum	1352.0	Ericoid Mycorrhizal	Myc
Passalora_sp	2.0	210.0	10.0	8.0	3.0	0.0	11.0	28.0	0.0	5.0	7.0	503.0	10.0	1.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Passalora	Passalora_sp	798.0	Plant Pathogen	Pat
Papulaspora_byssina	2.0	2.0	284.0	7.0	52.0	21.0	6.0	2.0	0.0	2.0	32.0	2.0	132.0	18.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Papulaspora	Papulaspora_byssina	562.0	NA	ENA
Leucosporidium_drummii	155.0	33.0	68.0	17.0	168.0	0.0	36.0	9.0	13.0	41.0	102.0	92.0	155.0	364.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_drummii	1253.0	Soil Saprotroph, Undefined Saprotroph	Sap
Spizellomycetales_sp	4.0	1.0	251.0	285.0	112.0	71.0	0.0	0.0	0.0	388.0	218.0	0.0	507.0	567.0	0.0	0.0	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp	2404.0	NA	ENA
Betamyces_sp	26.0	51.0	55.0	559.0	96.0	0.0	33.0	115.0	5.0	16.0	10.0	53.0	25.0	54.0	0.0	0.0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Alphamycetaceae	Betamyces	Betamyces_sp	1098.0	Plant Pathogen	Pat
Pseudeurotiaceae_sp	162.0	857.0	15.0	3.0	8.0	0.0	14.0	5.0	79.0	0.0	0.0	123.0	49.0	1.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotiaceae_gen_Incertae_sedis	Pseudeurotiaceae_sp	1316.0	NA	ENA
Pochonia_cordycepisociata	0.0	0.0	48.0	11.0	91.0	92.0	0.0	0.0	0.0	73.0	312.0	0.0	22.0	5.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia_cordycepisociata	654.0	Animal Pathogen	Nop
Phialocephala_sp	0.0	0.0	205.0	31.0	189.0	94.0	0.0	3.0	0.0	108.0	323.0	4.0	170.0	357.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_sp	1484.0	Endophyte	Nop
Basidiomycota_sp	0.0	5.0	104.0	94.0	102.0	7.0	4.0	2.0	1.0	155.0	57.0	11.0	286.0	93.0	0.0	0.0	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	Basidiomycota_sp	921.0	NA	ENA
Chalara_sp	11.0	82.0	20.0	4.0	52.0	2.0	112.0	101.0	1.0	195.0	98.0	17.0	127.0	80.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_sp	902.0	Endophyte, Plant Pathogen, Wood Saprotroph	Pat
Cadophora_prunicola	1.0	0.0	77.0	1.0	0.0	11.0	0.0	0.0	4.0	2.0	5.0	0.0	577.0	13.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora_prunicola	691.0	Endophyte	Nop
Cordana_pauciseptata	0.0	0.0	7.0	4.0	9.0	282.0	0.0	0.0	0.0	5.0	33.0	0.0	10.0	13.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Cordana	Cordana_pauciseptata	363.0	NULL	ENA
Apiotrichum_xylopini	56.0	10.0	82.0	49.0	232.0	378.0	1.0	1.0	6.0	4.0	64.0	113.0	55.0	20.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_xylopini	1071.0	Soil Saprotroph	Sap
Clonostachys_candelabrum	0.0	0.0	81.0	10.0	3.0	0.0	0.0	0.0	0.0	97.0	293.0	0.0	93.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys_candelabrum	577.0	Plant Pathogen	Pat
Pezoloma_sp	9.0	527.0	8.0	7.0	31.0	36.0	7.0	1.0	0.0	24.0	610.0	84.0	708.0	13.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_sp	2065.0	Bryophyte Parasite, Ectomycorrhizal, Ericoid Mycorrhizal, Undefined Saprotroph, Wood Saprotroph	Myc
Mortierellaceae_sp	317.0	41.0	239.0	83.0	4.0	111.0	14.0	59.0	127.0	50.0	54.0	80.0	10.0	17.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp	1206.0	NA	ENA
Xenopolyscytalum_pinea	10.0	0.0	38.0	70.0	74.0	3.0	0.0	0.0	0.0	16.0	49.0	0.0	183.0	24.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Xenopolyscytalum	Xenopolyscytalum_pinea	467.0	Undefined Saprotroph	Sap
Neosetophoma_rosigena	50.0	178.0	12.0	296.0	42.0	4.0	921.0	94.0	19.0	14.0	7.0	149.0	8.0	13.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma_rosigena	1807.0	Undefined Saprotroph	Sap
Acrostalagmus_luteoalbus	13.0	0.0	42.0	5.0	0.0	0.0	0.0	127.0	33.0	29.0	41.0	3.0	5.0	92.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Acrostalagmus	Acrostalagmus_luteoalbus	390.0	Endophyte, Undefined Saprotroph	Nop
Endophoma_elongata	166.0	22.0	52.0	24.0	118.0	2.0	61.0	62.0	12.0	65.0	79.0	373.0	49.0	9.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Endophoma	Endophoma_elongata	1094.0	NA	ENA
Podospora_sp	0.0	0.0	0.0	13.0	0.0	14.0	0.0	0.0	0.0	0.0	331.0	0.0	8.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora_sp	366.0	Dung Saprotroph, Endophyte, Litter Saprotroph, Undefined Saprotroph	Sap
Tilletiopsis_washingtonensis	8.0	599.0	0.0	1.0	8.0	0.0	10.0	0.0	0.0	11.0	1.0	3.0	11.0	5.0	0.0	0.0	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Tilletiopsis	Tilletiopsis_washingtonensis	657.0	Endophyte, Litter Saprotroph, Undefined Saprotroph	Sap
Aureobasidium_pullulans	19.0	36.0	35.0	22.0	23.0	25.0	19.0	87.0	34.0	77.0	18.0	43.0	60.0	125.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans	623.0	Animal Pathogen, Endophyte, Epiphyte, Plant Pathogen, Undefined Saprotroph	Pat
Solicoccozyma_sp	12.0	2.0	444.0	128.0	72.0	32.0	6.0	13.0	8.0	625.0	161.0	5.0	199.0	578.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_sp	2285.0	NA	ENA
Siepmannia_lariceti	0.0	0.0	47.0	53.0	27.0	72.0	0.0	0.0	0.0	102.0	240.0	0.0	33.0	585.0	0.0	0.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Siepmannia	Siepmannia_lariceti	1159.0	NA	ENA
Chaetosphaeria_vermicularioides	0.0	0.0	11.0	6.0	23.0	17.0	0.0	0.0	0.0	23.0	30.0	0.0	102.0	2.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria_vermicularioides	214.0	Endophyte, Litter Saprotroph, Wood Saprotroph	Sap
Trichoderma_amazonicum	253.0	79.0	21.0	47.0	99.0	7.0	183.0	285.0	304.0	19.0	22.0	292.0	106.0	11.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_amazonicum	1728.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Trichoderma_oblongisporum	0.0	0.0	43.0	31.0	28.0	13.0	0.0	0.0	0.0	105.0	26.0	0.0	16.0	401.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_oblongisporum	663.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Ceratobasidiaceae_sp	14.0	7.0	149.0	253.0	28.0	0.0	0.0	2.0	0.0	123.0	5.0	0.0	487.0	3.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp	1071.0	NA	ENA
Botrytis_caroliniana	10.0	28.0	67.0	13.0	20.0	16.0	27.0	20.0	9.0	64.0	5.0	19.0	174.0	91.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_caroliniana	563.0	Plant Pathogen	Pat
Sclerostagonospora_sp	46.0	16.0	37.0	13.0	166.0	3.0	22.0	35.0	22.0	20.0	8.0	5.0	61.0	136.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	Sclerostagonospora_sp	590.0	Undefined Saprotroph	Sap
Archaeorhizomyces_borealis	0.0	0.0	13.0	21.0	56.0	7.0	0.0	0.0	0.0	375.0	72.0	0.0	110.0	140.0	0.0	0.0	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces_borealis	794.0	NA	ENA
Neodidymelliopsis_negundinis	14.0	191.0	0.0	10.0	17.0	0.0	8.0	30.0	0.0	0.0	1.0	15.0	6.0	7.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis_negundinis	299.0	NA	ENA
Pyrenochaetopsis_decipiens	285.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	8.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_decipiens	309.0	Endophyte, Lichen Parasite, Undefined Saprotroph	Nop
Hypocreales_sp	135.0	30.0	33.0	33.0	52.0	23.0	20.0	8.0	44.0	197.0	52.0	70.0	32.0	35.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	Hypocreales_sp	764.0	NA	ENA
Thelephora_sp	565.0	318.0	0.0	74.0	12.0	6.0	2.0	1.0	0.0	200.0	3.0	5.0	90.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_sp	1276.0	NA	ENA
Umbelopsis_isabellina	328.0	93.0	9.0	34.0	96.0	4.0	98.0	222.0	319.0	4.0	3.0	283.0	41.0	33.0	0.0	0.0	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_isabellina	1567.0	Undefined Saprotroph	Sap
Coniochaeta_cymbiformispora	15.0	6.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	624.0	0.0	15.0	3.0	4.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_cymbiformispora	671.0	Animal Pathogen, Dung Saprotroph, Endophyte, Lichen Parasite, Plant Pathogen, Undefined Saprotroph	Pat
Cutaneotrichosporon_moniliiforme	0.0	0.0	126.0	0.0	9.0	30.0	0.0	0.0	0.0	14.0	110.0	0.0	5.0	11.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_moniliiforme	305.0	Animal Pathogen	Nop
Trichophaea_sp	0.0	0.0	0.0	3.0	41.0	3.0	0.0	0.0	2.0	255.0	3.0	0.0	70.0	4.0	0.0	0.0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	Trichophaea_sp	381.0	Dung Saprotroph, Ectomycorrhizal	Myc
Discosia_fici	0.0	0.0	11.0	2.0	27.0	1.0	0.0	1.0	0.0	263.0	16.0	0.0	235.0	32.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Discosiaceae	Discosia	Discosia_fici	588.0	NA	ENA
Tyrannosorus_pini-sylvestris	0.0	0.0	207.0	12.0	19.0	2.0	0.0	0.0	0.0	24.0	14.0	0.0	26.0	29.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Tyrannosorus	Tyrannosorus_pini-sylvestris	333.0	NA	ENA
Metapochonia_bulbillosa	29.0	2.0	23.0	34.0	107.0	77.0	0.0	0.0	0.0	17.0	52.0	131.0	47.0	66.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	Metapochonia_bulbillosa	585.0	NA	ENA
Mortierella_angusta	247.0	4.0	19.0	17.0	83.0	225.0	51.0	0.0	53.0	197.0	161.0	2.0	66.0	13.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_angusta	1138.0	Endophyte, Litter Saprotroph, Soil Saprotroph, Undefined Saprotroph	Sap
Phialemonium_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	1.0	0.0	0.0	2.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	Phialemonium_sp	404.0	Undefined Saprotroph	Sap
Agaricomycetes_sp	57.0	82.0	42.0	210.0	69.0	142.0	86.0	37.0	13.0	124.0	208.0	160.0	38.0	27.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp	1295.0	NA	ENA
Septoria_glycinicola	7.0	373.0	31.0	0.0	9.0	0.0	12.0	0.0	0.0	12.0	2.0	50.0	6.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Septoria	Septoria_glycinicola	502.0	Plant Pathogen	Pat
Tremellales_sp	12.0	12.0	214.0	17.0	186.0	14.0	5.0	1.0	3.0	195.0	103.0	4.0	151.0	120.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_fam_Incertae_sedis	Tremellales_gen_Incertae_sedis	Tremellales_sp	1037.0	NA	ENA
Carcinomycetaceae_sp	0.0	0.0	22.0	2.0	253.0	50.0	0.0	0.0	0.0	43.0	104.0	0.0	28.0	21.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Carcinomycetaceae	Carcinomycetaceae_gen_Incertae_sedis	Carcinomycetaceae_sp	523.0	NA	ENA
Didymella_arachidicola	165.0	726.0	33.0	19.0	55.0	35.0	261.0	844.0	29.0	85.0	34.0	189.0	105.0	53.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_arachidicola	2633.0	Animal Pathogen, Plant Pathogen, Undefined Saprotroph	Pat
Dacrymycetes_sp	29.0	42.0	55.0	27.0	9.0	7.0	26.0	27.0	61.0	1.0	7.0	19.0	14.0	0.0	0.0	0.0	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetes_ord_Incertae_sedis	Dacrymycetes_fam_Incertae_sedis	Dacrymycetes_gen_Incertae_sedis	Dacrymycetes_sp	324.0	NA	ENA
Phomatodes_aubrietiae	16.0	3.0	1.0	0.0	0.0	0.0	1.0	53.0	265.0	0.0	1.0	18.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phomatodes	Phomatodes_aubrietiae	358.0	NA	ENA
Pezizomycotina_sp	57.0	80.0	6.0	32.0	11.0	37.0	25.0	31.0	42.0	9.0	10.0	27.0	19.0	25.0	0.0	0.0	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp	411.0	NA	ENA
Platygloeales_sp	2.0	47.0	0.0	2.0	0.0	205.0	0.0	0.0	1014.0	1.0	0.0	7.0	5.0	0.0	0.0	0.0	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Platygloeales_fam_Incertae_sedis	Platygloeales_gen_Incertae_sedis	Platygloeales_sp	1283.0	NA	ENA
GS08_sp	37.0	24.0	6.0	265.0	40.0	4.0	342.0	34.0	12.0	4.0	24.0	83.0	3.0	69.0	0.0	0.0	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS08	GS08_fam_Incertae_sedis	GS08_gen_Incertae_sedis	GS08_sp	947.0	NA	ENA
